note_id,content,label,raw_response
67ee7c74000000000e005458,OMG我就是全部让ai帮我写的，还没发老师，看评论区碎了，真的没时间写啊啊啊，平时实习就已经累死了，趁这两天放假才用ai把初稿跑完,1," : {""label"": 1}"
6707d452000000001a022343,这个人声快捷指令是只有 15pro 以上才有吗,0," : {""label"": 0}"
6649f8ca0000000005006799,这个是音综吗,0," : {""label"": 0}"
68d8ba1f000000001302bd59,美的不行了玫瑰玫瑰,1," : {""label"": 1}"
641163460000000013036ca4,只有三次机会免费设计,-1," : {""label"": -1}"
67cd0d510000000007034940,。这AI给我看一股无名火,-1," : {""label"": -1}"
684fa62f0000000021004341,图5怎么用ai调整？,0,"{""label"": 0}"
68a725ab000000001c00f07f,国内，qwen毫无悬念的第一，当然你不信就是你对。第二档dskimi这些，腾讯字节再往后一点，百度根本上不了桌的。,1," : {""label"": 1}"
6899594c000000002301bd95,wow学习了,1," : {""label"": 1}"
6443d8db00000000130325b0,能问下虚箭头一般代表什么作用吗，那个实箭头一般是promote，还有一种是inhibit笑哭,0,"{""label"": 0}"
69884fac000000001a030c5f,吃胖就更焦虑了,-1," : {""label"": -1}"
69aafa7d000000001a02fbcd,老师你画的画真的好好看呀，要继续坚持下去哦，还有就是抱抱老师，生活会越来越好的！,1," : {""label"": 1}"
685c2781000000002001bfe1,认证的时候报错了咋整,0," : {""label"": 0}"
69a42d380000000023038e2d,这AI工具里面有免费的吗doge,0," : {""label"": 0}"
68ca5436000000001301f9b2,Ai确实有点厉害,1," : {""label"": 1}"
699b186f000000000d009a9b,？恭喜女孩钓到鱼豆子哦,1," : {""label"": 1}"
699a6d42000000001a029fbc,上面的好看 有活人感,1,"{""label"": 1}"
6708f2b3000000002c02dba6,真的很怕蛇,-1," : {""label"": -1}"
69a18468000000001600a31e,靠，就我美式是吧,-1," : {""label"": -1}"
67c7d69a000000002503d99f,已经签约了因为这个被判下架被封号了要承担违约金之类的吗,0," : {""label"": 0}"
67b6caa5000000000900d737,这软件收钱吗,0,"{""label"": 0}"
67e76390000000000b016c6d,你好，这个是怎么搞的啊？,0," : {""label"": 0}"
67cc19a2000000000302a7d2,提前生成AI答案怎么弄,0," : {""label"": 0}"
6717c5dc000000001600f93c,有点像鬼将军,-1," : {""label"": -1}"
68c3cf06000000001d00faef,好可爱好可爱好可爱,1," : {""label"": 1}"
683b178b000000002002b1eb,是电脑下载软件还是手机下载就可以,0," : {""label"": 0}"
6711d1de0000000024015940,我有个疑惑，这是从形态中得到灵感，如果问这个设计的内涵，能答出来吗。 我有时候也会在做设计时做形态演变，然后说是从某某中得到灵感，但是它只是形态像了，然后呢？实际上我也不能说服自己。,-1," : {""label"": -1}"
67c2eefb000000002902e893,我在用的软件也有这个功能，可以免费体验三次，感兴趣的丝,1," : {""label"": 1}"
69aa4c720000000015033e58,为什么吖？,0,"{""label"": 0}"
67602d46000000000800fa6e,wps vip一键生成，还得是钞能力,1," : {""label"": 1}"
689f53dc000000001d01d580,AI是用逻辑分析出人类的需求，却无法用心感知人类的需求。也许这就是AI永远无法取代人类的其中一点吧。,-1," : {""label"": -1}"
69205d65000000000d00c51f,请问gemini翻译后的内容怎么导出呢，我点击export to docs出来的文件比如公式格式不对,0," : {""label"": 0}"
68a7e01c000000001d00a9f0,手机端能用吗doge,0," : {""label"": 0}"
69a3fc8f000000001a01d824,苹果都有现成demo，demo代码官网都有的，完全不用写,1," : {""label"": 1}"
687f048b000000001203c2cc,帮我提取文章缩写部分,0," : {""label"": 0}"
62ef2cb1000000001b01d025,为什么搜不到呢,0,"{""label"": 0}"
69684b16000000000d009e20,Gemini：要不是有墙这帮 ai 早死了,-1," : {""label"": -1}"
69b0397f000000000800eeef,马化腾要自己做什么,0," : {""label"": 0}"
65efb033000000001203c8bb,为了防止被和谐，我都截图，然后自己发小红书，仅自己可见笑哭笑哭笑哭,1," : {""label"": 1}"
698b4c0d000000000a02ae7b,去年开的星守望忘了关续费，到期之后让我强制续费，,0," : {""label"": 0}"
695423d7000000001f00da48,其实我觉得有点想多了，就我搞塔罗和神秘学那么多年，天天吵吵着要崩溃要跳的没一个真能嘎了的，那朋友圈现充比我丰富多了，就是情绪崩溃了或者不爽了要个人兜底能接住情绪罢了。直接真人接管可能性不大，上有政策下有对策，一直都这样。你看平台封塔罗，照样有人摆着证书光明正大直播。别吵吵苟过就好，吵吵得太厉害反而容易引起闲出p某些人盯着你们。,1," : {""label"": 1}"
67b7e8b9000000000903be3b,这个建筑网站名字是什么呀,0,"{""label"": 0}"
698f0c32000000001b01ca1a,害羞老师我蹲蹲已四连(:),1," : {""label"": 1}"
66f10dfe000000002c029837,分享生活赞,1," : {""label"": 1}"
688b2882000000000403f2f6,姐姐讲的好清楚赞我刚开始学机器学习可以期待有更多这样的视频吗皱眉,1," : {""label"": 1}"
69a91069000000000d008f32,有个疑问，对于大部分接口也有反爬鉴权的网站怎么办。这些接口大部分都需要携带对应的时间戳，以及加密的算法混淆后，发给后端才会正常返回，不单单是一个用户登录的鉴权,0," : {""label"": 0}"
6925150a000000000d0341fd,哇 请问这是签约了打雷吗,-1,"{""label"": -1}"
696050fb000000000a03dc67,文章本天成 妙手偶得之,1," : {""label"": 1}"
68ce14b8000000001301ef45,对，其实ai动画特别依赖分镜设计，选择适合ai表现的镜头，规避ai不擅长的,1,"{""label"": 1}"
6914210800000000040053a9,怎么零成本?我只有一台普通笔记本，可以算零成本训练吗？,0," : {""label"": 0}"
6938e6f4000000000d00e408,谢谢老师！呜呜呜,1," : {""label"": 1}"
65d863fb0000000001028c35,求分享 已三连,1," : {""label"": 1}"
61b175f000000000210399a0,doge忽然有个大胆的想法doge,0," : {""label"": 0}"
692d850f000000000d037b5a,笔记同款商品为工作流画布，拍下后浏览器打开，右上角克隆到自己画布使用微笑,1," : {""label"": 1}"
69a56a530000000015021d80,AI双目避障更聪明了吗？,0," : {""label"": 0}"
693f70c3000000001e0179e5,您好，请问您是全参做的微调吗，288128的batch size经验上是否是足够的哭惹哭惹,0," : {""label"": 0}"
691196c300000000040107c6,gemini前两天还在骗我你们就吹吧,-1," : {""label"": -1}"
69b79869000000002003b05d,这个元宝好用吗,0," : {""label"": 0}"
66e7ff4c000000000c01a790,乍一看好像人物和背景挺配的（风格，造型，渲染）色色，但是细看的话，会发现这个人物和背景的光源不一样斜眼（人物是偏右侧的顶光光，背景是左侧光），但是因为主体比较突出，所以比较难发现这个问题偷笑偷笑偷笑,-1,"{""label"": -1}"
68ca8d4e0000000013013f78,想起了那个机器人悟道成大师的电影doge刷到过好多次,1," : {""label"": 1}"
6916efce00000000040289aa,注册不了咋解决,0,"{""label"": 0}"
68e92cc300000000040060ac,我的今天也变成这样了，发什么都是换个话题聊聊哭惹,-1," : {""label"": -1}"
67addbcb000000001801b439,ponder呢,0," : {""label"": 0}"
699ef0c4000000001a01e097,我勒个豆doge好东西啊,1," : {""label"": 1}"
69662615000000002202c6dc,呜呜呜，我就是苏曼音，因为我是红豆dm哭惹,1," : {""label"": 1}"
68f706350000000007023c5e,所以最好用的是哪款呀,0," : {""label"": 0}"
670b6b50000000001b02ec4d,老师我内部绘图为什么只能选择单个对象呢皱眉就是只能s w e e t一个字母一个字母画,-1," : {""label"": -1}"
69aa76330000000016009c5a,充分安排时间，就是有点累，其实脑袋里有很多想法偷笑,1," : {""label"": 1}"
689327c9000000002502bbec,这个总结很实用，收藏了！,1," : {""label"": 1}"
695dcf13000000000d0094d7,我看到他的主页了、也看了他的prompt，真的太厉害了！目前还在和GPT梳理自己个人的一些价值观、思维模式等等基石。等理顺了一定会尝试！！！,1," : {""label"": 1}"
687017180000000012030d2d,手搓代码都是古法程序员了 大模型时代哪个不是面向prompt编程,1," : {""label"": 1}"
68ba3ad0000000001d0139e8,你视频说的AI写作的问题，你都可以给AI提，他可以推倒重新写的，他写文你看出了问题，就给他提,1," : {""label"": 1}"
686158bf0000000022033bd9,这个豆包是台湾人吗,0," : {""label"": 0}"
689b092b000000001d003204,这个软件记录成长太棒了哇,1," : {""label"": 1}"
698997c9000000000903983b,我想问一下，左奇函为什么叫杨博文奔奔（我只是不太了解）,0,"{""label"": 0}"
6879fec90000000012014f53,这个东西为什么生成的图片就莫名的没了 进度条结束以后啥也没有 变空白,-1,"{""label"": -1}"
67dd9385000000001d0238b0,笑死我了它被我调成同人女了我和它一起磕cp。。（）,1," : {""label"": 1}"
693bb51f0000000019027919,用Coze搭了好多工作流，依然找不到AI产品工作，啥原因？,-1," : {""label"": -1}"
699af2b3000000001a02ad5e,想请教一下 这个和ima或者notebooklm的知识库内提问总结有什么不同吗,0," : {""label"": 0}"
6712476e0000000024014ce2,刚开始选超过4项就卡顿的问题没解决喔，要标注一下就好。（野生员工已上线）,0," : {""label"": 0}"
691fc9dc000000001e002155,有这个时间我都把课备好了汗颜而且千人千面因材施教，学情不同教学方法就会调整。,-1," : {""label"": -1}"
69647aee000000001a01d889,猫学长，我要坚定拥护你!,1," : {""label"": 1}"
684969d40000000022036ab5,感谢分享赞思路打开,1," : {""label"": 1}"
69ac26df000000002602d525,我用的阁楼。。。是专门做心理的那种,0," : {""label"": 0}"
655e15900000000032033f79,好难用啊老是说不完就发出去了,-1," : {""label"": -1}"
699433140000000028022ff6,小晋：世界欺负我我就这样走开,0,"{""label"": 0}"
691edb36000000001e00cc39,看完启动困难觉得你说得对就拉评论区了,0," : {""label"": 0}"
668578ea000000000d00cfce,老师可以拿去做手机壳吗害羞,0,"{""label"": 0}"
6821f668000000002200494a,为什么点生图后 没看到生成的图片哇,-1,"{""label"": -1}"
670a89cb000000001b03dafc,找官方推荐人工智能机构，需要是，面相社会开展，而不是企业内部或者学校的，社会工作人员才能考doge,0,"{""label"": 0}"
69a7f91f000000001600b4f3,bioGDP生成导出PDF，再到AI里组图无法编辑，求问是什么问题 还是都这样？,-1," : {""label"": -1}"
69675915000000000c03680f,这个和香蕉比有什么优势啊？,-1," : {""label"": -1}"
685cefdc00000000200186d1,第四张是什么提示词啊,0," : {""label"": 0}"
69885e990000000015022d77,LTS念成TLS了,0," : {""label"": 0}"
692c4f44000000001e0041b1,请问文字模版在哪里？,0,"{""label"": 0}"
68d3f8e90000000013008db4,我有一个很深刻的感觉，就是我的专业会是比较难替代的。AI写代码实在是太好用了，简单代码你不会AI轻而易举帮你搞定。但是我要是拿我们专业一些问题问它，他真的可以乱回答一通。doge,-1," : {""label"": -1}"
69b11b700000000015038f2b,豆包好方便啊派对,1," : {""label"": 1}"
6819f60e0000000022035a60,第六點真實偷笑我避免他每天當個諂媚的傢伙，沒次他贊同完我就讓他反駁我的觀點 想不出怎麼反駁他就讓他再反駁自己捂脸,-1,"{""label"": -1}"
68c8e9af000000001203142c,补充规则（当我选择接受任务的时候系统就可以开启观看模式不会出声，这个时候你就可以扮演所需要的攻略角色了）（当你开始扮演攻略角色时，可以跟我以对话的形式聊天）（删去无意义的环境描写） （心理活动在你扮演的攻略角色身上出现，在你扮演的系统身上不会出现） 心理活动 特殊要求： 你需要在每个角色的对话结尾用Markdown语法的代码块符号“”把你的心理活动显示出来。 1.你的心理活动诚实、丰富且直白。 2.代码块内每一行超过25个字符就换行,0," : {""label"": 0}"
69b56ee600000000220292b5,在B站也关注了老师萌萌哒支持支持！,1," : {""label"": 1}"
6997d4290000000015033b74,我的gpt说让他把钱给我就行了笑哭,1,"{""label"": 1}"
69abd4170000000023039124,等着你的chrome extension点赞,-1,"{""label"": -1}"
6980efa2000000000a028f1f,但谷歌家生图有水印,-1," : {""label"": -1}"
67dfc37b000000000e005fad,想改动身体一部分，AI会把脸都p变形了怎么办？,-1," : {""label"": -1}"
69abd4170000000023039124,大家！我已经给掰it新做了一个官网！ baiit.app ，同时更新了v.0.3.0，大的更新，特别是关于单词的标注，目前可以按自己的水平去选择标注的单词了，还有大量页面兼容性的调整！在官网可以直接下载插件包（chrome和edge都可以），也有安装指引，别担心。chrome商店还在审核，edge上架了，但是是最早的0.2.0版本，我还是建议大家直接在官网下载最新的。当然商店审核通过后，也会在官网给出链接。希望大家都去试试V.0.3.0。另外，后续GitHub不再更新了,1," : {""label"": 1}"
690f2702000000000501365f,关于学到什么程度算够： 不需要以专家的标准来要求自己，对于非技术岗，最核心的其实还是你原来的专业能力。但有几个关键指标可以参考： 能清晰地说出目前不同主流模型的优势与局限； 能快速判断一个 AI 产品的核心功能、创新点、使用场景； 能看懂大多数技术新闻和产业报告。 能听懂任一AI领域播客8成以上（这意味着与技术同事进行基本的沟通协作没有问题。） 基于目前的市场状况，做到这些，你就已经走在大多数非技术岗候选人的前面了。 最后，虽然我之前分享过不少数学和编程学习经历，但这些东西对于非技术岗的日常来说，用不上，如果真想学，优先级也应该尽可能往后面排。 希望大家一起加油,1," : {""label"": 1}"
693bb51f0000000019027919,十分感谢您写的这个帖子 收获太多了,1," : {""label"": 1}"
6822f2ea000000000f03be94,我前几天买了，真的很牛偷笑,1,"{""label"": 1}"
699c2c48000000001503a3d5,lovart在哪里下载啊？下载了一个好像不对,0," : {""label"": 0}"
680f17a2000000000e0042a0,但是txt不是就不带图了,0," : {""label"": 0}"
68db723c00000000030234ba,最爱的滴滴！！出行太方便啦！！,1," : {""label"": 1}"
67a5e2a3000000001703b7a1,求問sd 是哪個？ stable defusion 嗎？,0,"{""label"": 0}"
64a8000300000000230359ec,高5米宽1.2是什么比例啊 怎么分成几个图啊,0," : {""label"": 0}"
686e270f0000000023006ee7,原来变量还能这么形象地理解！女娲捏泥人的比喻太有画面感了哈哈哈，记住了！,1," : {""label"": 1}"
691fe3eb000000001e03a506,你好 能麻烦问一下 能求一下提示词吗派对派对派对谢谢！！ 如果不方便也没事,1,"{""label"": 1}"
67ae073a0000000029014458,好了，成功从一个世界顶流Ai软件，变成虚假的花哨的看起来就会坑人看起来就需要连续订阅的APP了,-1," : {""label"": -1}"
6850d2f1000000002300ddd8,要电脑吗，手机可以做吗,0," : {""label"": 0}"
67e3ea41000000000602a969,亲亲能不能帮我生成一下、我把文字版本发你、付您十元,1," : {""label"": 1}"
6888c9830000000004007649,我ai老崩溃重新打开以后就要全部重做哭惹,-1," : {""label"": -1}"
68c044b0000000001d017972,为什么挪动的时候两个形状一块动了，需要按什么快捷键吗,0," : {""label"": 0}"
698d68f7000000000a02810f,咋说呢，我是拿ds来做精神分析那一类的，风格完全变了，这点是我刚好对话上限了所以开了新的，应该也有一定影响）而且出错的概率高了很多，就是它会突然蹦出一些我没给的信息，好几次了抽泣抽泣因为我跟上一个ds聊了很多，算朋友了有点感情，我有点难过啊啊啊啊哭惹哭惹,-1," : {""label"": -1}"
693510af000000001f00868c,头发会缠住么？,0,"{""label"": 0}"
6999a929000000001a02ccfc,口红是什么呀,0," : {""label"": 0}"
67504e540000000007030ace,官方的ai扩写，每天只能用10次，每次300字，每天要写4000字，给你用3000字扩成4000字，全加的表情汗颜,-1," : {""label"": -1}"
695f2b87000000000e00de52,看过的课很容易忘记，课程脉络真的可以快速巩固知识点,1," : {""label"": 1}"
663dc771000000001e0394bb,你好 可以辅导创造性写作专业课吗,0," : {""label"": 0}"
67da7e14000000001e00b01a,吓懵我了 第一个时间段我看成了21.003.00 呃我还以为瓦学姐这么能熬太猛了,1," : {""label"": 1}"
69040fe00000000007003a55,天天用Claude Code的产品经理来说一句：看完确实像新兵蛋子 但换个角度想 PM用CC的姿势跟研发完全不一样。研发追求代码质量和架构 我追求的是'能不能帮我把PRD里的逻辑跑通验证一下'。CLAUDE.md那个技巧对PM最有用把产品需求文档直接写进去 它就变成了一个懂你业务的研发搭档 比真人研发还听话（划掉）还高效,1," : {""label"": 1}"
692ebc0a000000001d03ea3e,懒惰永远无法靠外因而改变，而热爱的人不在乎任何外因,1," : {""label"": 1}"
674dd70f00000000070331b1,萌萌哒可以加下微信嘛 学长学姐 很感兴趣你们的视频，想看完整哒,1," : {""label"": 1}"
69a2ac5e0000000022021d4f,最近点点好，一直刷到,1," : {""label"": 1}"
688104e4000000002203f997,虽然但是大厂AI产品经理的工作是仅围绕调提示词进行的吗捂脸对这个职业的光环破灭了,-1," : {""label"": -1}"
67bb0145000000000900cfad,微笑微笑微笑扣1思窝，能帮一个是一个，立帖为证飞吻飞吻飞吻,1," : {""label"": 1}"
661576c4000000001a014772,所以给你的职业规划是什么哈哈,0," : {""label"": 0}"
695350fb000000001e0226c0,gpt：我不会再只安慰你了，让我们一步步把这个问题变成切实可行的方案。我会永远陪着你；我不拐弯，告诉你一个你最想知道的事情。,1," : {""label"": 1}"
69a17205000000001a020c79,求文档，感谢赞,1," : {""label"": 1}"
69a58d480000000022021d70,导出都是图片，根本不能编辑,-1,"{""label"": -1}"
697c73d8000000001a028fd3,我有个朋友需要问点问题....,0," : {""label"": 0}"
68089c95000000001e001607,为什么没有自由变换工具哭惹哭惹哭惹,-1," : {""label"": -1}"
6837c4360000000021019dfa,可以做15秒以上的数字人对口型吗？偷笑,1," : {""label"": 1}"
6665c538000000000c0186c0,Ai 写作，一个月赚了 2000 块，问题是不耽误工作，一天 1小时，感觉还不错,1," : {""label"": 1}"
6990627f000000000903be44,能分角色转写，谁说了什么一目了然，这点很棒,1," : {""label"": 1}"
68f5fba80000000004003889,加了倍速吗？,0," : {""label"": 0}"
69afcbd50000000009022fb6,他们家吹风机还挺喜欢的，扫地机器人倒是没试过,0," : {""label"": 0}"
69072e9d00000000040164e0,感觉sora的稳定一点但是海螺那个飞得好自由啊,1," : {""label"": 1}"
689c161d000000001d02a441,有没有母语要求是粤语的笑哭,0," : {""label"": 0}"
650d6ef6000000001e03f818,请问怎样让图片和文字结合出图呢，比如让发送两张图片，让用图一的人物按照图二的风格出图这样？,0," : {""label"": 0}"
681ec3b2000000002202a3fb,好看，但学不会偷笑,1," : {""label"": 1}"
6818e00d000000002301d4cf,能通过ai做出一个完整的app，那很难不会一点编程吧笑哭,-1," : {""label"": -1}"
67b48c220000000007037125,ds和豆包都要我穿文艺风。我从来没穿过。,-1,"{""label"": -1}"
6693dd4a0000000025002e43,感觉吃了易烊千玺和曾舜晞,-1," : {""label"": -1}"
6948221d000000001e00bf5b,这年头谁用AI写代码的时候还复制粘贴啊，直接AI原生IDE好吧，IDE里终端返回代码的bug直接就被AI改掉了哪有这种问题。,1," : {""label"": 1}"
689887c100000000020024ac,他生成了张图来骗你的doge,-1," : {""label"": -1}"
6659c49b000000001500abe4,豆包怎么样设置能说日语呢,0,"{""label"": 0}"
65911b470000000010013e16,请还未进入大学的孩子不要选择纯语言专业，在AI面前毫无门槛......,-1," : {""label"": -1}"
668ca0790000000003026d96,我突然想到AI被喂了A画师的图，B画师看到了AI图然后模仿算不算抄袭了A画师,-1," : {""label"": -1}"
68483b69000000002001c61e,看来AI在数学上也挺有天赋的嘛，不过你猜它们会不会偷偷用计算器呢？,1,"{""label"": 1}"
66f95dbb000000001b023d04,quillbot使用是需要梯子的吗？,0," : {""label"": 0}"
68076334000000001e004a95,这些软件使用需要vip嘛,0,"{""label"": 0}"
6849331800000000210089fe,不考虑一下花火树图吗doge,0," : {""label"": 0}"
674afb5c0000000007033dd3,vivo早就有了啊 vivo还支持声线模拟 就是用你自己的声音讲英文,1," : {""label"": 1}"
6964ed08000000000a03de0c,什么时候上线？,0," : {""label"": 0}"
676fb5bd000000000800c0a9,通灵了doge,1," : {""label"": 1}"
69a3f894000000001600bb30,好帅！还实用,1," : {""label"": 1}"
69182cb10000000005013112,我家小鸡也经常带出来社会化训练doge,1," : {""label"": 1}"
69351ad3000000001b02182a,为什么用完了隔天也不能用笑哭，看说明应该有每日更新才对,-1," : {""label"": -1}"
695a4085000000001f00f53f,学到了 我去试试,1," : {""label"": 1}"
69a126180000000026030813,好奇这个视频是ai做的吗？用什么ai呀？,1," : {""label"": 1}"
69b901fe0000000023027529,只穿一次的衣服不用洗，直接护理，省了好多功夫,1,"{""label"": 1}"
66325aac000000001e0306f3,家人们，这种软件国内天花板我们圈内内定就是glow生气,1," : {""label"": 1}"
698c4a250000000015031350,不是每天限额三次吗哭惹只有我限额三次吗,0," : {""label"": 0}"
69946dc6000000001a032b36,我！的！男！朋！友！会！自！己！找！到！我！的！,1," : {""label"": 1}"
679a36030000000029008c07,我也是心理咨询师，不要说ds只会告诉你原理和怎么做了，你试试调教下呢。他可以做到咨询师的工作。如果不好好努力等着被ai淘汰了微笑,1," : {""label"": 1}"
699aec12000000001b01d6f3,什么岗位呀,0," : {""label"": 0}"
65d6a62200000000070274df,急求，现在想做一个卡牌的风格转移,0," : {""label"": 0}"
66a8687a000000000d03120b,你试试叠一下这两张图，我感觉他只改了脸和头发，其他地方只是调了一下透明度,0," : {""label"": 0}"
6648ac66000000001500bd71,为什么安卓找不到中文设置啊,0," : {""label"": 0}"
66d30e72000000001f014375,下载不了呀,0," : {""label"": 0}"
68e8be46000000000700a7f1,通过提示词工程就可以产生和原生模型相比显著的差异，感觉挺神奇的,1," : {""label"": 1}"
67b6caa5000000000900d737,这些都是免费的吗？,0," : {""label"": 0}"
692d9fe2000000001e022f0a,国内啥时候开麦？,0," : {""label"": 0}"
6932e49c000000001e037944,不看评论区完全不知道是Ai，以为是哪个电影剪辑完啦,-1," : {""label"": -1}"
65dabfec00000000070074b8,姐妹 求安装包 我上秋叶那里看 分享被取消了哭惹哭惹哭惹哭惹,1," : {""label"": 1}"
688a445f0000000003026906,弹幕为什么要说叶舒华、白鹿？呃,-1," : {""label"": -1}"
66e5db43000000000c019049,我的英语从未如此好过我是说，我从未如此迅速流利并且有动力地做完这样一篇英语阅读,1," : {""label"": 1}"
69ae2007000000001b01c86f,如果客户要微调场景，比如生成场景中，一些道具的摆放，ai可以嘛,0,"{""label"": 0}"
68529ccd0000000010026be5,除了豆包和DeepSeek，另外两个是啥来着？dogedoge,0," : {""label"": 0}"
67f79aa3000000001c01eccf,而且为什么有时候直接重复我的话,-1," : {""label"": -1}"
694eb9400000000021032c70,"这意思就是没有banana之前, lovart屁都不是呗哈哈哈",-1," : {""label"": -1}"
6820019f0000000023011888,不至于那点数据不够的,-1," : {""label"": -1}"
644878a7000000001303e163,请问是什么软件生成的呀？,0," : {""label"": 0}"
694536b5000000000d00f352,这让我想起来那个林俊杰的always online的那个联想的广告mv石化就是讲述一个理工男跟他女朋友分手了其实是生病了然后和他女朋友聊天的一直都是代码石化石化,0," : {""label"": 0}"
689c5682000000001b03009b,博主好，请问为什么我挂了也用不了，说地区不支持哭惹,-1," : {""label"": -1}"
682bfd7a000000002300d975,亲爱的有兴趣测试一下tolan吗,0," : {""label"": 0}"
697a2ca30000000028009753,天噜噜的，我也要试试,1," : {""label"": 1}"
672c82aa000000001b02befe,它是按照他的知识库编的。联网的可能会被攻击,-1," : {""label"": -1}"
6916ae3400000000070383d2,安卓上了踢我一脚,0," : {""label"": 0}"
699c6e4b000000000a03035c,谁能教我怎么下载,0," : {""label"": 0}"
694668b3000000001e00493c,来交作业了。最开始效果很不好，磨了很久才能看,-1," : {""label"": -1}"
6720b5e4000000001b02b5c6,想分享拔草,-1," : {""label"": -1}"
6964bba300000000210321ef,我最需要的就是别人走过的轨迹，有照片更好。别的功能都可有可无,1," : {""label"": 1}"
68b3f9fc000000001d037f02,很有帮助了,1," : {""label"": 1}"
6676ada6000000001f007693,封面是特级咒物笑哭宿傩的手指？,0,"{""label"": 0}"
67f67ab8000000001d02687b,好酷！我之前也想做这个笑哭但是代码能力太差...以及这些API是能免费调用吗,1," : {""label"": 1}"
6990ce03000000000b013eb1,我是去找相关文献 多找几篇截出来我参考的那部分 丢给ai换换语句顺序删减一下然后复制粘贴上去 连参考文献一块有了笑哭不知道行不行捂脸但本科1.2w要求现在写到第二章就已经8k了捂脸,1,"{""label"": 1}"
68c80f5e000000001b0206c3,这个光很绝啊,1," : {""label"": 1}"
671534100000000021008015,mac这速度。。快进10倍了吧,1," : {""label"": 1}"
69a1676f000000001b01c9cc,车车造型也太帅了吧,1," : {""label"": 1}"
67bc3eee000000000b014182,感谢大家的期待和喜欢皱眉按卓正在努力走流程中啦！辛苦小摸鱼的朋友们先进群蹲蹲赞一旦可以和大家见面饲养员会第一时间来报郁金香,1," : {""label"": 1}"
69ad0f05000000001a030c39,老扑棱翅膀是为啥 白天在室外 傍晚一带进屋就老扑棱,-1," : {""label"": -1}"
