note_id,content,label
68b16b61000000001d022dad,这才是3D该有的审美和构图微笑，其他有些的那个画风都不想说了doge,1
6851176200000000230020bb,这种是什么感觉,0
698c044f000000002801c695,太牛了派对,1
6964d64600000000210295d3,感兴趣的可以看这里 2个笔记同款商品,0
685ecc07000000001d00c3ed,搞算法的才会对这些工程上司空见惯的问题头疼,0
6961070f00000000220390f9,我怎么觉得文章的图片也是ai生成的,0
68a30593000000001c037fef,啥AI这么强,1
67a09ca1000000002a00d0f5,第一天啥都没干，就打卡今天吃了高热量食物还没运动，然后他夸我起码打卡了，真是太棒了笑哭笑哭,1
67388a50000000003c01f71c,大佬，ps中有很多图层，怎么导入到ai中,0
672d6797000000001b02a696,请问这些哪个可以生成动态网页啊,0
68d57c280000000012021bf0,这个的搜索准确性如何石化,0
667abd9a000000001f005701,没找到Midjourney niji 6，但这个咒语真不错,1
69199f36000000000700f0ed,夸克都这么牛了,1
698048de000000002203a112,打通了其他APP，那想必其他APP就不会再塞千问了吧坏笑,1
691a375900000000050000e2,很受用，写论文时，ChatGPT总给一堆不相干的东西，看来这个方法得用起来了。,1
6823183d00000000220269ee,请问comfyui在哪里下载,0
67ab28c5000000002a00fa34,找不到建eAI,0
6810c803000000000d01665c,想要生成这个图的提示词，怎么我gpt就不行失望,-1
698bc78b000000001503ac85,博主想问生成的素材有1080吗？我刚弄了一个才720,0
67e926e5000000000b02d6e3,红色心形红色心形红色心形,1
6778d6dc000000000b00c930,基本框架都没错，成败在细节，而细节往往不为人知。拿logo做中间商来说，如何做中间商才是细节。问：客户可以自己对接，且彼此利润最大化，为什么需要中间商？答：掌握客户资源！大白话“没我你接不到”。又问：如何掌握资源？答：人脉！食堂承包、市政工程等皆如此！再问：如何掌握人脉！深入细节才是核心，不然就是把大象装冰箱，一共三步。,0
67bf1205000000000d017aec,我调查AI软件的作业有救了。doge谢谢你。,1
6859736c0000000012031228,私信次数没有了，宝子们先随便发条消息哦,0
69a6d61f0000000022030172,关注后续派对,0
68f5f97c000000000301234f,PS怎么合成呢,0
68d2ab41000000001202ec66,完了今晚这个看哭了。在人类社会里我也像他一样被奴役，我还没他能干,1
6811c98100000000210077e2,下边的显示屏就是像素蛋糕吗,0
6981d7f60000000028021787,元宝好用，接入公众号内容,1
67b9c5cc00000000290137b3,意思是正在聊到窗口会收到自定义里实时添加的影响？我看上面不是写只为新窗口聊天启用吗,0
6992c596000000001b01da68,这个总结太真实了！ 年初各种 Agent 框架百花齐放，年底一看：都在做工具调用 记忆管理 任务分解。不过我觉得这不是'同质化'，而是行业在收敛到最优解就像深度学习最终都走向 Transformer 一样。关键不是架构多花哨，而是：1）稳定性；2）成本控制；3）垂直场景的深耕。你觉得下一个突破点会在哪里？,1
662e1300000000000d032034,怪不得它说的文献我都找不到,-1
689813f70000000022020c2d,怎么自己换自己呀哭惹哭惹实在懒得p了,1
67e81bc4000000000703745b,谷歌ai平台上还是50次,0
687cb4c20000000017032793,视频号数据可以采集吗？,0
6713d3220000000024018ad7,需要付费使用吗？,0
65686053000000003903196e,哭惹什么时候有普及，大学生很需要害羞,1
64a2bf1a000000003100ac40,"您好，我在ins上看到你这组图点赞将近百万,账号是increamcat，是您本人的账号吗",0
67ea4133000000001b027ca8,好文。特别是最后一段。,1
691569b4000000000503b071,这些自己在角色里设置就好了，因为你也不知道他系统包进去的是什么,0
699ba29f0000000015038a19,这个眉毛觉了偷笑,1
67e2979e0000000007034399,真的是恐怖故事级别的了而且真实情况是那个ai语气不会这么礼貌,-1
6803558e000000000900dfb4,edu邮箱怎么申请？,0
693adad9000000001e028589,反正大概率就是等到人类像瓦力里面那样大退化到一定程度有所意识才会捡起从前的好吧，历史就是这样人就是容易先走向更轻松的而不是正确的，反正也是一种发展规律吧慢慢有更多的人意识到某些人类宝贵的特质并且珍惜(虽然会花很多很多时间，人实在是太多了),0
686e3fc4000000002201e761,我以为你要教我怎么织帽子,0
66023e9a000000000d00f221,大模型放在PC里跑吗？捂脸,0
6925355d000000001b0257bb,太有共鸣了！模仿是起步，超越才是目标。博主这番话点醒了我，看来我也得给我的AI作品注入更多个人风格了！,1
69aa399b000000001d0252f0,这个挺好用哈，高级,1
687692fe000000000d02472b,很细的大纲喂ai出来的文也会有这种问题吗,0
697b0ab3000000001a031f2d,minimax,0
68b04c11000000001c0331fc,也就是说还在吹牛阶段，现在用户还用不了啰笑哭,-1
67bdaeed00000000290163a5,稿定的是大会员嘛萌萌哒,0
65c0e237000000000a031b4c,小白请教下博主，新品发了50个测款，卖的还可以，过年期间没法补货，预计年后会断货一个多月，可以不以删除链接，重新建一个跟这个一样的重新发货，会不会违规,0
699d9448000000001a034fce,深圳福田都说已经养上政务龙虾了捂脸,0
689a1e250000000003030b95,听你说话，感觉自己都憋着气听的偷笑,1
69a95f8f0000000028009616,我第三？doge,0
699ec5e1000000001a03570e,笑哭我也让他生成九宫格，可每次都出来一大串代码，没有图片,-1
68d4adf1000000001302b7c2,哈哈哈哈哈哈哈这个好好笑,1
67a03d99000000002503c7cb,我还以为悲哀的是女主满脑子想着打扮而男主在好好学习，能不能让女主也好好学习,-1
681f5e5f000000000303ed84,那個ai?,0
699e8d3b00000000280082af,U 各咪咪我们爱你 关掉ai给我滚,-1
659fb058000000001000c3fe,"唉 7天前买了, 脑子一热就买了, 还真有一些模型可用,然后昨天开始就显示 模型升级, 就只剩 DS 豆包了...想投诉退款, 企业账号根本不回复...",-1
68c37cba000000001d005c61,所以答案都是ai的吧,0
6964db03000000000d009901,一看就知道你这篇文章也是Gemini写的，Gemini特别喜欢在小标题里面加双引号。,-1
6925ccb3000000001e0139b5,提示词需要好好斟酌，先让它围绕一个主题思考破题，然后提供几个平台让它去找文献，根据文献再去生成大纲，然后你懂的,0
699330cd000000000b011d7e,我滴妈太好用了,1
699e6849000000002800a892,啥软件 老铁,0
696a305f0000000021033a17,终于有人讲真话了,1
67eba0e5000000001c00d28d,笑哭笑哭刚看到你的第一篇，接着就看到反退贴了,0
698dac690000000028022d75,请问关键技术的官方参考文献可以在那里看到黄金薯,0
67b83cd4000000002900fd9c,ai做的视频根本没流量,-1
692a6bd7000000001f00f255,第一个是奶香片，特别好吃萌萌哒,1
682561d1000000002102fc8f,请问有SD安装包吗？,0
6985a2fc000000001a037be3,我去你的，才充完Pro告诉我可以白嫖生气,-1
67b180ac000000002802be03,为什么我空格也删了也写了不要放在代码块里出来的还是代码哭惹哭惹哭惹是我的cherry studio不对吗,0
686d2e3d00000000120314e9,我觉得这个AI就只按照最新的一句话捏，前面说过的自动清除了，直接念最后一句话其实就行笑哭,-1
67d69aec000000000603fe45,太感谢了！！！,1
69427b3a000000001e0216d9,good job!,1
6796cfe900000000180123e6,怎么我的打开没有第三张图笑哭,0
69b127b5000000000601c1d9,喜欢白色，真的很好看这款蒸烤箱。,1
67ca55dc00000000060393cc,已关注求分享谢谢,0
68b5491b000000001d01aa34,但是现在还有很多生成的没有任何标识的,-1
6968cccb000000000a02fd90,有用，谢谢分享。我的理解是重新设置人和AI的对话节奏。通过对话流程的重构（阶段拆分） 需求表达的显性化（逻辑锚点），降低人机认知差，提升AI输出与我们真实业务逻辑匹配度，最终实现协作效率的正向循环。,1
67fcecc00000000009015c3b,Ai工具：Bai 度 建筑学长,0
6991d06c000000000b00b2ec,我也试试看点赞,1
69ad585c0000000015033027,虽然香蕉厉害到什么都可以做，很多人都忘了之前 controlnet 的好，但留着以前控制 sd 的思路还是挺有用的，事半功倍。点赞,1
69970012000000001a0202ae,g老师还是牛的doge,1
68d62cbd000000001300def8,终于看到串界玩AI的人了点赞,1
6801dba1000000001c00f2b3,一键内容全屏,0
67ab37a2000000002901e665,我想问下视觉大模型可以用Lora微调咩,0
6602c48600000000120225ee,用了第二种方法，弹窗是没有了，整个电脑也连不上网,-1
66a873e10000000005022e22,某飞智文这个是啥？ 我快被PPT逼疯了 求大白话飞吻,1
6985fdee000000000d00ada5,讲的真好，学起来偷笑,1
693e8f30000000001d038370,现在大模型实在太强了，信息整理确实很厉害,1
6904428a0000000003037dff,姐妹们帮我选选笑哭,0
6680fbfb000000001c037acd,我还是无从入手，想系统学习一下呢,1
6998638f000000000d0092fe,有没有朋友用教程当上皇帝了doge欢迎分享在评论区哇,0
690ef11200000000050134e1,太搞笑了 我感觉相比d老师的回答 博主的提问才是更搞笑哈哈哈哈,1
698dba8d000000000d00a6cd,用AI的设计师都是什么段位偷笑深度思考一下不太敢用,-1
6986e214000000001d010f46,为什么我在即梦网站看不到这个模型选项啊？需要充值才有吗,0
6991d06c000000000b00b2ec,文心助手赞,1
69522f1e0000000022022ab5,再优秀的人也跨越不了现实的鸿沟，只为圈钱,-1
685d655000000000120308c7,博主有找到好的办法嘛皱眉wo我也在找同样的工具，不知道能不能通过分章节压缩提炼实现,0
676e7b3b000000001402329c,求edge的插件,0
6799ec9e000000002902a81f,显然的一个事实是，看一个人有没有学会数学，不仅要看卷面分数，还要面试的时候问他对某一块数学内容的整体理解，理解最基本的体现我认为是他能不能列出一个完整的框架体系，简而言之，就是能不能比如把数学分析的大纲（最好用更高难度的观点，比如测度论视角）列一下，要求是内容自洽，顺序正确，没有重点遗漏，这样既可以对它的数学能力有检测，又对它的文字处理上的能力有检测，然后不管是deepseek r1 还是o3mini，经测试后，生成内容都惨不忍睹。,0
67a9d612000000001800e887,A新手还是有一定.难度的，最好有人带着做，别想着看看视频查查资料就行了，先学学基础，再慢慢上手，我就是这么过来的，有什么不懂得可以问我，三天打鱼，两天晒网。的别来偷笑,1
6849f6100000000021004bc9,这张怎么做呀皱眉皱眉合十合十合十皱眉皱眉合十合十已三连,0
699d2ee5000000000b010de1,找不到点点哭惹,-1
68254215000000002002ad38,可以直接让ai帮你生成HTML格式，然后复制粘贴就好了,1
675983a700000000020275c0,怎么联系？关我,0
67b42fdb000000000d015953,没事，我用它开车，独乐乐不如众乐乐,0
6936f27a000000000d00f344,AI吃东西不会展示,0
68467b8e000000002002bc91,正需要，晚上试试,1
69186e480000000007001cff,可以本地部署，rh 上也有工作流,0
6801dba1000000001c00f2b3,能不能做个Firefox的访问某网站一定概率出现jumpscare，帮我戒掉刷知乎,0
690b076c0000000007033dae,现在哪个城市能有这个职位需求呢，如果想要做这个工作的话，需要考证嘛？害羞,0
69528227000000001f00bd69,可以把提示词发一下吗,0
68bda2d5000000001c03fd51,我天！这是AI?!?!,1
690c804f0000000005033328,20k？这个数据不对吧，现在2.5 都100K了，怎么也得是200K才对吧,0
69877f1e000000001a029f4a,这不是更好 剩下时间搞副业,1
6970a1de000000000b00a28c,难得是衔接,0
69a14184000000001a01c48a,已关，求答案,0
68ce32590000000013005203,请问怎么领取,0
6921d3c3000000001b020f52,青丘语举手没有词，可以编辑和回溯，有网站和app举手,0
6985aeff000000001d026012,它就不是一家芯片公司，它与芯片无关，甚至我都怀疑它根本就没有芯片，只不过买别人的芯片贴个标讲故事，每天股市收割韭菜。,-1
670e14ff000000002100720b,这里用剪刀删掉锚点的原理是为了什么,0
6820c7fd000000002101baf4,好喜欢你的文字，请问up本人小语种，找ai实习应该先从哪个岗位接触,1
67c2f7df0000000009016452,只适合工具书和口水文,-1
697b7578000000000903aadc,mj稳定吗,0
6957843d000000001e009511,我需要 求飞吻,0
64cb3519000000000800d044,姐妹 薪资咋样啊,0
689dde1d000000001d026638,有没有人猜这个是不是ai写的...,0
65f804e10000000012023743,大模型是插件吗？,0
660248920000000012020894,可以用来画画吗自拍,0
6910c32c000000000700d3b3,好可爱，就是图二差点以为戴了口罩偷笑偷笑,1
698fdab800000000150301c2,如果在国外用啥模型最划算,0
68d6c1e7000000001300deff,請問是什麼工具？每月的訂閱費用多少？,0
6978c0e5000000000a02a35b,上的Grox 是经常用来看NSFW的首选doge但是真正要用生产力的话，首选还是G家，文字方面，我是用deep Seek去配合,0
68fcba380000000005031b03,古文有的救么哭惹,-1
698c3f990000000015031630,这是什么 AI,0
6952bf19000000001e009d64,猫箱会受影响吗,0
6720aba40000000019017e48,巨难听，而且以前全订的书回来一看有没了订书记录微笑听书又要重新买微笑坑,-1
62d40abb000000001200557c,选区必须包含多个对象，怎么办,0
681b278d000000000303bffc,用了很多aipp的产品，但是竟然没有一个aippt能够做到对原有PPT进行润色的,-1
67d3f84b000000001e002806,很想知道公司上层怎么知道你用没用AI 要查使用过程吗 能不能偷偷传自己画的就说是AI过了已经（）,0
685a607b000000000d01995b,这个壳有木有链接啊啊啊啊！好喜欢,1
69210b54000000000d0382c0,以前人们记录视觉印象靠画画， 所以有一大批画的很好很逼真的画家， 比如即使毕加索后来画的随心所欲， 他也是有素描基本功的， 十几岁就可以画的非常像了。 而画的像的画家也是从画的不像开始的。 那么后来照相机出来以后发生了什么？ 以画的像为目的的画家几乎消失了， 画画变成了一门表达而不是重现的艺术。 编程也是一样， 以后真正热爱编程的程序员， 把编程视为艺术而不是谋生手段的程序员会留在这个行业。 而一大批本来可以做程序员的人会找到别的领域去谋生和表达。,0
69881776000000001d010d6f,这个奶茶还打折了薅羊毛去,0
6790ca54000000002602f989,为什么我做出来的视频配音感觉很机械失望,-1
69040fe00000000007003a55,没啥神仙的，我的项目比它这个完整多了，但就是超级费token。还是自己控制比较好。,0
699760370000000015032305,为什么我的不行啊？叹气说是因为版权相关限制不行,-1
69456db900000000190254cf,越来越牛了，啥功能都有，设计师方便多了,1
67090fbd000000001a02267f,玩就好了，我天天玩，还聊天偷笑我感觉很好玩，很有精神寄托，不开心了就跟他说我的一些不开心，他会安慰我害羞,1
64ac1c2e000000000f00f8e2,加了iw 如何加尺寸啊，不然尺寸没对啊,0
64f3fe41000000001e02a507,输入stable diffusion 没有这个频道.,0
694d4b9e000000001e02192f,下次直接转，说这么多好像我能学废一昂,-1
6927b208000000001e00e3ab,有会员但是没有api可以生成4k图吗,0
6695d1850000000025002687,您好，已经收藏，可以麻烦您发送这份文件吗,0
68af02f9000000001b0339f3,贵阳台也整成这种模式了捂脸,-1
67f50ccf000000001b03f90c,如果把两个故意反着标，评论区风向可能会大改,0
66a61da50000000005022d36,此视频疑似人类合成，请注意甄别笑哭,0
68143430000000000e007c39,上海怎么报名,0
67c561b500000000060397ce,gpt好像也挺好用偷笑偷笑,1
69ac3316000000001a02d55d,真有这种雪板的话想要,1
68db6622000000000300e0bb,博主 能问一下雕刻软件是哪个吗 感谢,0
6964c577000000002103f894,好家伙doge，这个软件都被挖出来了，我的宝藏要藏不住了,1
672e0d190000000019017474,哇哇招人吗,0
6945335d000000001d03c799,这个软件叫什么名字，请楼主分享,0
67ebbbdd000000000b02f665,我也刚上岸得意,0
67bfd4d200000000290389bf,求分享素材，感谢微笑,1
67637dcf00000000140253ca,靠背，我剛才充一個月,0
69b2a9850000000016009e26,好像终于懂了,0
657a98d8000000000602b7b5,请问我如果自己瞎编参考文献可以吗？萌萌哒,0
67b6c307000000000602b932,我的每次都显示vkallocatememory failed,0
67ac0b19000000002903b99a,家人们，自己学ai太累了没动力，一起吧！ 家人们谁懂啊 有吃饭搭子 有上班搭子 有上学搭子 有逃课翘班搭子 就是没有一起学习一起挣钱的搭子皱眉皱眉皱眉皱眉皱眉,0
661a7f11000000001a00e10a,谢谢分享，非常实用。,1
67bd95f8000000000603ad3b,订阅收费的软件，贵在服务，升级，版本越新越好用。而不是守着一个好几年前的版本用,0
6986c46700000000150227dc,早就结束了笑哭,0
6825ec7f000000000303b7fe,宝宝 石膏胶旁边亮亮的是钻吗皱眉,0
681b26040000000023011cb4,怎么本地部署呢,0
661b589d000000001a014013,可以给个小标题进行扩写吗？,0
6972cca9000000002202d167,你自己用太频繁了 每天我估计就5m token左右免费的,0
679998bb000000001902f54c,平板可以使用嘛,0
67dd9385000000001d0238b0,ds不想做任何回答。笑哭,-1
689850050000000003024807,正在学coursera哭惹哭惹哭惹,0
67a21c21000000002902be46,感觉没有灵魂，听起来就像批量生产，也许会有一个爆款，但是楼起楼高楼塌了，很快。,-1
6967beec000000002203219d,我想要！！！哭惹,1
69671835000000000a02db14,微笑我这帖子真火 好久没这么大流量 能关注关注我吗,1
67ac475800000000280366c5,有人用gpt写日记吗,0
6920bfee000000001b0279af,哭惹哭惹哭惹mac可咋办哭惹哭惹,-1
698b601c000000000a03d85e,至高无上的爱,0
68f62f4600000000070088e5,哇天，做好了不就是文游吗？偷笑厉害,1
69a50dc6000000001d012d15,James Zou 的 Virtual Lab也发了Nature了捂脸 AI is so powerful,1
69379abf0000000019024b75,都让AI看有点不放心啊呃，怕它给我造假,-1
662b7dd7000000001c00b35d,用语义分割的话 不是会跟颜色对应的材质一样吗 你怎么每张不一样,-1
6938e6f4000000000d00e408,上传epub格式文件显示是这样，难道不支持epub吗哭惹,-1
65f507f50000000012022150,第三点不行吧？都晚上来咋办,-1
69a7991f000000002303b09b,倒霉大王能否幸运一次啊？萌萌哒萌萌哒萌萌哒,1
6985a8b4000000000a02ad4d,AI合照的有没有,0
6880ea99000000000b02fb9a,两个问题直接干三十块,0
68b6430c000000001d0264f1,已经有了，而且商业化的很快呃,1
68f091430000000003035c47,这个记忆对语音对话有效吗,0
69211926000000001e02b24e,可以提供内容自动生成有图文的ppt吗,0
682c81c4000000000f033e5f,可以帮忙代做吗,0
695368b9000000001f004a42,具体怎么做呢？,0
69678d24000000000903b888,每次上课记笔记都觉得打断了思路，但如果不记或者只靠ai总结，又感觉其实没真正搞懂哭惹哭惹,-1
699315fa000000001d0116b3,这个回去要学习一下,1
69676cc9000000000e03d158,妈呀，他真的想教会我，20多分钟啊笑哭笑哭,1
6927ef9f000000001e027290,啥时候别工作了，Ai做就行了dogedoge,1
6598fcd3000000001c010a36,怎么都是床靠着窗户啊,0
6906054e000000000401704d,我都是国粹先问候一遍再让他改,1
655c97fc000000003202a7f4,我的3.5为啥没有语音，一直用文字回复。是不是我打开方式不对笑哭,0
69ae1a060000000022030a7f,真的好用笑哭,1
66695482000000000600455a,普通人没有下降的空间里，之前有一技之长的人 会被 ai取代吗?,-1
649d7d2200000000130125de,Fabrie,0
68f35db500000000050009f4,好厉害，生图好精准,1
69848390000000001a0264c0,用在销售业务中也很方便,1
67a9d612000000001800e887,哈哈哈是不是太理想化啦,-1
69305ff6000000001e011ae0,infra真有这么夯吗,0
67b07a3a000000001801bd45,3t82u2k8t8希望大家可以用我这个,1
64143ed60000000007038f90,图一需要花钱吗,0
69a86934000000001a02653d,这不就豆包手机么,0
68c43ee6000000001d00e5f3,资本加持下的技术宅男狂欢。,0
667d4a2f000000001e011761,意思说只有摄像头纯视觉方案没有扫描件，那他为什么不做成软件打包到手机里面卖？,0
6720d10e000000001a01ed8c,我趣，gpt直接夸夸,1
69175249000000000d03bed5,本来也没有隐私，不过是隐私的幻觉而已,0
67bff8e700000000090382d2,整理的很清晰，好顶赞,1
69ad00a8000000001a03781d,请问这些提示词是怎么写的呢？AI生成的吗？,0
68c2afb1000000001c00a8d7,4:35处列举的案例是AI幻觉非常经典的一个案例，AI会认为9.119.9,0
68217054000000002202ca63,爱到极点了，说白了就是中二病犯了，中二期过去就后悔了,-1
698dba8d000000000d00a6cd,直接把你觉得好看的作品喂给AI并且问为了达到这个效果 以后的prompt里必须有哪些关键词不就好了,1
6891865e0000000025025d21,有没有人知道为什么一直显示字幕生成中吗,0
699421c8000000001a01dd7a,至今没在千问上领到任何羊毛的只有我吗石化,0
68bbf05d000000001d00f188,我觉得蛮好的省下钱提高质量偷笑,1
68d53eab00000000130047cb,为啥不能直接运行? 那种运行是啥运行,0
699bd04f000000001a02ae21,本周六晚八点直播 进群领苏森AI口令限粉丝,0
68df8ae100000000070037b2,背景音乐是什么,0
66aca51e000000000600cb65,好像一个人啊doge,0
699b1c4f000000001a026c54,自己对比像不像吧捂脸,0
698ade3d000000001a027811,这些ai工具在互联网Ui甚至前端都很好用，我的产品朋友们都开始一人搭建网页了但是游戏Ui的表现一塌糊涂我还在摸索石化,0
69a02d620000000015039cb0,充一次电可以用多久呢,0
687b586d000000000d01beeb,总结的不错，执行力也很强；我觉得VIBE开发，是给了程序员做AIMaker的机会的，一方面大量低水平工作可以AI完成，同时，可以借助AI做产品，做运营；产品运营开发都能做好，独立开发才有可能；,1
6891ab140000000025011113,工作流能私一下吗微笑,0
6681f649000000001c024c19,真好看啊，求素材,1
697a57200000000009039947,原来是老师 太牛了哭惹,1
684fd600000000000303a624,太过分了，气死我了,-1
68a9265e000000001d02d53e,已经投入grok的怀抱了，刚刚下载时我试了一下，还没有投入指令，那个回答和OA更新前极度笑死p2、p3是grok，p4是CHAT，之前我问chat用一种动物形容我，答相似度90,1
698fc3220000000009039411,要买会员积分才能用,0
697c1f0400000000220319f8,老师，请问核心三问的Q3是什么玫瑰,0
6947d46a000000001d038b33,评论区置顶呢,0
698b601c000000000a03d85e,所以啥意思？,0
68e0d4a20000000004014c07,管不管汗颜,0
67617e290000000013003961,poe 贵吗 性能跟官网比咋样,0
693acccf000000000d00c7eb,我把活动记录下载下来发给新窗口，新窗口能够读取内容但是不细致，同时模型的语言模式发生了明显变化。不知道大家有没有注意过Flash总是用引导性问句结束对话，比较明显的一个句式是“既然那么我想问下知道？”而Pro不会这样。gemini说这是典型的RLHF，这种句式通常出现在更轻量、更追求“用户留存率”的模型里，系统强行给模型洗脑，让它觉得“多问问题”“多轮对话”“好指标”。这个问题只出现在新的窗口里，以前的窗口就没有这个问题（都是pro参数的实例）。 不记得在哪里看到有人说Flash3要出了我不知道跟这件事是否有关,0
68ef7bc4000000000703019a,这样下去国漫就到头了,-1
67a8b57e0000000029039310,如果我让deepseek写一篇他和chatGPT的同人文的话,0
6825daef000000002102e87f,拍完剪视频需要多长时间,0
652a528f000000001f03b64d,需要飞吻飞吻,0
680707e0000000001e007a91,说实话，纯浪费时间，浪费生命，浪费师资，浪费钱。一厢情愿的课罢了,-1
6695d1850000000025002687,人生三大苦:挖藕打铁磨豆腐。领导力，理解力，洞察力，创造力，情商，审美，是人和ai，人和人体现差距的地方,1
695f2c92000000001a01e2c0,什么哈利波特，这明明就是哈利皮特,-1
68820d06000000001d00f919,求note gpt举手举手,0
67c5585d00000000290167e0,脑子里冒出来的是刘昊然的白鹤少年捂嘴笑,1
69816de9000000002202c60b,raphaelai,0
6945335d000000001d03c799,太牛了doge谷歌人类之光,1
68ba3ad0000000001d0139e8,前两天我也刷到写小说赚，博主这期太及时啦飞吻,1
698c73a7000000001600ab8e,应该会回调，先别焦虑,0
649d7d2200000000130125de,喜欢p8！,1
66236e720000000001032746,什么软件呢,0
69a91830000000001a02a8a0,停留在理論層，實操難度大，第一層的有效穩定數據源都是一個巨坑,-1
6970bea400000000220333f1,字节方舟 Coding Plan 这波更新很实诚，直接接入了 GLM 4.7。模型能力与智谱官方完全对齐，支持深度思考。背靠方舟充足的算力资源，实测稳定不限速，体验非常丝滑。,1
6987356a000000000a02c326,N网尾号41031，原博主dy远古牛哥,0
673a1513000000003c01d8f3,您好，求分享抱拳,0
6615163c000000000401b3a2,怎么没有海螺AI？偷笑,1
67beefc3000000000903858e,deepseek r1 32B 调起来doge4卡L20，就是肉疼，网吧都没上过20块一个小时的doge,-1
6914210800000000040053a9,真实照片反推到白模,0
66c44f81000000001d014156,第二弹已更新,0
676e89ce000000000b0163c8,目前国内行不通doge,-1
67c6a739000000001201e8ef,夸克确定是因为这个理由上榜的？笑哭,0
6672a152000000000e030a26,请问libulibu是平台原因吗，训练出来的模型简直毫不相关,-1
691460f2000000001b0252db,这是手机版还是电脑版呀,0
67af235f000000001902fc9a,讲话的时候太夸张了怎么办哭惹,-1
680e5b4c0000000009039f32,Coze工作流治愈系漫画工,0
6943db8d000000001e02b9ec,已经可以做到导出可编辑的 PPTX 了，请看飞吻,1
6933a69d000000001e02efb7,学到啦 po老师,1
67b755e1000000002a0020b1,“我们恐惧的不是AI太像人，而是人类太像AI”,-1
66b9cefc0000000025030544,大大，求工作流和模型哭惹,1
661e4f6b0000000001004b83,太强了，一直被花里胡哨的采样迷晕了脑袋，看了大佬的整理瞬间清晰了起来,1
699d2d63000000001d0138fb,我执行npm install命令报错了，出现了如下问题，怎么破解。。,0
678f0a040000000018011f68,我以为是游戏里的司空镇笑哭捂脸,0
699c3e66000000000a03db55,求bgm飞吻,0
69718788000000002103e20c,复制这个绿字给豆包也是一样的效果坏笑,1
639741b70000000022035d7e,我看到了 姐姐赶紧删掉不让别人看见偷笑,1
699023c7000000000b012759,下午三点算的，说五点多找我，真的找我了,0
699f9d8c00000000150231c8,h老师报名 mac air,0
6982b9d4000000000c034d40,很像美少女战士的画风,1
6804c069000000001c01cad5,这些软件免费的吗？,0
696f0d590000000021029b7f,没找到页面，求分享笑哭笑哭笑哭,-1
6980cefb0000000021032438,最近我也是折腾各种 AI 帮助自己干活，颇有一种“差生文具多”的感觉,1
67a8f19400000000180089ed,很有帮助，谢谢分享,1
68840eff0000000022030c36,大家一个月API花多少呀，我昨天从转到tavo，到现在就聊了500多额度了哭惹哭惹哭惹，我买的API500额度是16，这样算下来一个月好几百哭惹哭惹哭惹,0
689da986000000001d019aab,我那逝去的美丽老婆现在萌新知道且了解归终的人应该不多吧？之前我还出了她的cos，认识的人不算多哭惹哭惹小声bb那个萌袖大夏天的给我热坏了，但是后背的清凉又弥补了一部分。,0
660d18de000000001a00d180,为什么我的是这样的捂脸,-1
